dataset_id,measure_id,from_year,to_year
49,70,2019,2026
49,71,2019,2026
49,72,2019,2026
49,73,2019,2026
49,74,2019,2026
49,75,2019,2026
49,76,2019,2026
49,77,2019,2026
49,78,2019,2026
49,79,2019,2026
49,80,2019,2026
49,81,2019,2026
49,82,2019,2026
49,83,2019,2026
49,84,2019,2026
49,85,2019,2026
49,86,2019,2026
49,87,2019,2026
49,88,2019,2026
49,89,2019,2026
49,90,2019,2026
49,91,2019,2026
49,92,2019,2026
49,93,2019,2026
49,94,2019,2026
49,95,2019,2026
49,96,2019,2026
49,97,2019,2026
49,98,2019,2026
49,99,2019,2026
49,100,2019,2026
49,101,2019,2026
49,102,2019,2026
49,103,2019,2026
49,104,2019,2026
49,105,2019,2026
49,106,2019,2026
49,107,2019,2026
49,108,2019,2026
49,109,2019,2026
49,110,2019,2026
49,111,2019,2026
49,112,2019,2026
49,113,2019,2026
49,114,2019,2026
49,115,2019,2026
49,116,2019,2026
49,117,2019,2026
51,22,2019,2026
51,23,2019,2026
51,24,2019,2026
51,25,2019,2026
51,26,2019,2026
51,27,2019,2026
51,28,2019,2026
51,29,2019,2026
51,30,2019,2026
51,31,2019,2026
51,32,2019,2026
51,33,2019,2026
51,34,2019,2026
51,35,2019,2026
51,36,2019,2026
51,37,2019,2026
51,38,2019,2026
51,39,2019,2026
51,40,2019,2026
51,41,2019,2026
51,42,2019,2026
51,43,2019,2026
51,44,2019,2026
51,45,2019,2026
51,46,2019,2026
51,47,2019,2026
51,48,2019,2026
51,49,2019,2026
51,50,2019,2026
51,51,2019,2026
51,52,2019,2026
51,53,2019,2026
51,54,2019,2026
51,55,2019,2026
51,56,2019,2026
51,57,2019,2026
51,58,2019,2026
51,59,2019,2026
51,60,2019,2026
51,61,2019,2026
51,62,2019,2026
51,63,2019,2026
51,64,2019,2026
51,65,2019,2026
51,66,2019,2026
51,67,2019,2026
51,68,2019,2026
51,69,2019,2026
51,70,2019,2026
51,71,2019,2026
51,72,2019,2026
51,73,2019,2026
51,74,2019,2026
51,75,2019,2026
51,76,2019,2026
51,77,2019,2026
51,78,2019,2026
51,79,2019,2026
51,80,2019,2026
51,81,2019,2026
51,82,2019,2026
51,83,2019,2026
51,84,2019,2026
51,85,2019,2026
51,86,2019,2026
51,87,2019,2026
51,88,2019,2026
51,89,2019,2026
51,90,2019,2026
51,91,2019,2026
51,92,2019,2026
51,93,2019,2026
51,94,2019,2026
51,95,2019,2026
51,96,2019,2026
51,97,2019,2026
51,98,2019,2026
51,99,2019,2026
51,100,2019,2026
51,101,2019,2026
51,102,2019,2026
51,103,2019,2026
51,104,2019,2026
51,105,2019,2026
51,106,2019,2026
51,107,2019,2026
51,108,2019,2026
51,109,2019,2026
51,110,2019,2026
51,111,2019,2026
51,112,2019,2026
51,113,2019,2026
51,114,2019,2026
51,115,2019,2026
51,116,2019,2026
51,117,2019,2026
57,120,2019,2026
57,121,2019,2026
57,122,2019,2026
57,123,2019,2026
57,124,2019,2026
57,125,2019,2026
57,126,2019,2026
57,127,2019,2026
57,128,2019,2026
